year	cumulative_intensity	type_of_conflict	incompatibility	region	lag_1_intensity	lag_2_intensity	lag_1_cumulative_intensity	conflict_age	gdp_growth	gdp_per_capita	inflation	internet_users_pct	population	trade_pct_gdp	unemployment	urban_population_pct	electoral_democracy	liberal_democracy	rule_of_law	liberal_component	participatory_component	freedom_expression_altinfo	freedom_association	civil_society_participation	regional_conflict_count	regional_high_intensity_count	regional_avg_intensity	regional_conflict_count_lag1	regional_conflict_growth	country_conflict_count	country_high_intensity_count	country_avg_intensity	country_conflict_count_lag1	country_high_intensity_lag1	country_conflict_growth	previous_conflict_years	previous_high_intensity_years	target_escalation_next_year	actual	predicted_probability	predicted_label	error_type
2023	0	3	2	1				1									0.19	0.065	0.327	0.164	0.368	0.097	0.159	0.125	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0.6174528462	1	False Positive
2016	1	4	2	3	2	2	1	12	6.573838285	1424.691612	3.765119164	12.38544676	220138869	24.70157805	2.285	36.15971849	0.429	0.258	0.328	0.508	0.522	0.69	0.732	0.619	13	0	1	10	3	2	0	1	1	0	1	3	0	0	0	0.4732224327	0	True Negative
2017	1	4	2	3	1	2	1	13	4.432625907	1519.234595	4.08537368	13.77999973	223273967	25.472035	3.204	36.43515482	0.419	0.257	0.336	0.516	0.525	0.662	0.727	0.643	12	0	1	13	-1	2	0	1	2	0	0	4	0	0	0	0.254523407	0	True Negative
2018	1	4	2	3	1	1	1	14	6.151702611	1569.338146	5.078057259	15.34000015	226928892	27.62605708	4.083	36.74785116	0.395	0.25	0.359	0.527	0.542	0.631	0.685	0.699	14	0	1	12	2	2	0	1	2	0	0	5	0	0	0	0.1184211496	0	True Negative
2019	1	3	2	3	1	1	1	15	2.497636929	1390.41691	10.57803057	17.07090172	230800899	28.90557699	4.83	37.10916317	0.368	0.233	0.34	0.514	0.536	0.57	0.658	0.679	11	0	1	14	-3	2	0	1	2	0	0	6	0	0	0	0.06833644053	0	True Negative
2020	1	3	2	3	1	1	1	16	-1.274087443	1278.397352	9.740116193	18.935	235001746	26.71628073	5.994	37.50801929	0.377	0.253	0.358	0.558	0.553	0.608	0.631	0.751	9	0	1	11	-2	2	0	1	2	0	0	7	0	0	0	0.05938129178	0	True Negative
2021	1	3	2	3	1	1	1	17	6.513885759	1455.319224	9.496415773		239477801	27.03042041	6.338	37.93333955	0.394	0.248	0.362	0.519	0.539	0.637	0.669	0.733	15	0	1	9	6	3	0	1	2	0	1	8	0	0	0	0.6610515665	1	False Positive
2022	1	3	2	3	1	1	1	18	4.778106869	1538.322813	19.87385996		243700667	33.03135348	5.291	38.37404398	0.379	0.227	0.253	0.482	0.534	0.633	0.683	0.721	15	0	1	15	0	3	0	1	3	0	0	9	0	0	0	0.6276487969	1	False Positive
2023	1	3	2	3	1	1	1	19	-0.4149359971	1360.324178	30.76812807		247504495	28.46769255	5.237	38.81918619	0.334	0.205	0.268	0.475	0.539	0.538	0.553	0.737	15	0	1	15	0	2	0	1	3	0	-1	10	0	1	1	0.6353281622	1	True Positive
2011	1	3	1	4	1	1	1	26	11.17829623	343.0249424	33.24995988	1.100000024	93149970	48.23293541	2.27	17.86379051	0.223	0.105	0.493	0.276	0.219	0.28	0.308	0.335	8	0	1	6	2	2	0	1	2	0	0	25	0	0	0	0.2928253984	0	True Negative
2012	1	3	1	4	1	1	1	27	8.647811635	452.1010319	23.60041768	2.900000095	95798767	45.39790418	2.252	18.2061367	0.225	0.106	0.492	0.276	0.219	0.287	0.311	0.335	8	0	1	8	0	2	0	1	2	0	0	26	0	0	0	0.2166159158	0	True Negative
2015	1	3	1	4	1	1	1	28	10.39246301	597.9121132	9.56889956	13.85517556	103867135	39.65612414	2.442	19.4515667	0.228	0.102	0.452	0.26	0.234	0.291	0.312	0.364	11	0	1	9	2	2	0	1	1	0	1	27	0	0	0	0.03536355451	0	True Negative
2019	1	3	1	4	1	1	1	29	8.364085733	793.4732472	15.80963217	15.98460007	115737383	28.81529393	2.928	21.24867058	0.329	0.158	0.586	0.341	0.357	0.619	0.535	0.63	19	0	1	15	4	1	0	1	2	0	-1	28	0	0	0	0.0283095015	0	True Negative
2020	1	3	1	4	1	1	1	30	6.059530891	829.7909825	20.35634686	16.06959915	118917671	24.00611434	3.998	21.62600517	0.32	0.152	0.531	0.329	0.361	0.567	0.524	0.66	19	0	1	19	0	1	0	1	1	0	0	29	0	0	0	0.02257513547	0	True Negative
2021	1	3	1	4	1	1	1	31	5.641530693	893.0098354	26.83952216	16.6981031	122138588	24.34505746	3.935	22.10670853	0.29	0.136	0.492	0.31	0.384	0.39	0.432	0.743	18	0	1	19	-1	1	0	1	1	0	0	30	0	0	0	0.01620664667	0	True Negative
2022	1	4	1	4	1	1	1	32	5.321759884	982.1031615	33.88987971	17.9836998	125384287	26.5954997	3.386	22.73676872	0.3	0.134	0.455	0.293	0.394	0.352	0.465	0.771	19	0	1	18	1	1	0	1	1	0	0	31	0	0	0	0.01639146007	0	True Negative
2023	1	3	1	4	1	1	1	33	6.594245994	1055.810916	30.21882781	20.33749962	128691692	20.59820151	3.375	23.05864716	0.279	0.106	0.378	0.229	0.375	0.311	0.402	0.722	20	0	1	19	1	1	0	1	1	0	0	32	0	0	0	0.008654309846	0	True Negative
2024	1	3	1	4	1	1	1	34	7.612774475	1133.882797	21.03774606	21.94129944	132059767	17.40043586	3.357	23.62228394	0.26	0.093	0.324	0.205	0.328	0.245	0.363	0.619	20	0	1	20	0	1	0	1	1	0	0	33	0	0	0	0.006150449808	0	True Negative
2011	0	3	2	4	1	1	0	4	4.194615337	534.0572815	1.194475724	2.200000048	4565021	34.47561833	5.638	38.80306695	0.319	0.183	0.292	0.426	0.325	0.703	0.529	0.62	8	0	1	6	2	1	0	1	1	0	0	3	0	0	0	0.5333134021	0	True Negative
2012	0	4	2	4	1	1	0	5	5.053761254	544.3958491	5.478295943	2.400000095	4610848	33.05944859	5.58	39.0301696	0.317	0.182	0.27	0.426	0.321	0.703	0.528	0.62	8	0	1	8	0	1	0	1	1	0	0	4	0	0	0	0.548008375	0	True Negative
2013	0	4	2	4	1	1	0	6	-36.3919771	364.3669626	6.98879342	2.5	4642419	38.39928757	5.566	39.30429635	0.272	0.15	0.172	0.377	0.251	0.573	0.552	0.567	12	0	1	8	4	1	0	1	1	0	0	5	0	0	0	0.6837101312	1	False Positive
2017	1	4	2	4	1	1	0	7	4.527278213	432.3240257	4.180723319	4	4793511	57.14354571	5.836	40.81514434	0.396	0.231	0.31	0.472	0.323	0.733	0.637	0.57	13	0	1	10	3	1	0	1	1	0	0	6	0	0	0	0.5524395321	0	True Negative
2018	1	4	2	4	1	1	1	8	3.789443593	455.2439629	1.61215687	5.099999905	4878657	49.6602	5.825	41.28246662	0.406	0.249	0.306	0.505	0.312	0.747	0.677	0.539	15	0	1	13	2	1	0	1	1	0	0	7	0	0	0	0.4826327058	0	True Negative
2019	1	4	2	4	1	1	1	9	3.1	449.2284676	2.685373553	7.509200096	4944703	50.0658	5.916	41.78004304	0.379	0.214	0.302	0.445	0.285	0.738	0.568	0.554	19	0	1	15	4	1	0	1	1	0	0	8	0	0	0	0.3400443689	0	True Negative
2020	1	4	2	4	1	1	1	10	0.8999999969	462.8790713	1.710156595		5026628	49.52102	6.519	42.30507859	0.374	0.201	0.299	0.415	0.281	0.697	0.58	0.554	19	0	1	19	0	1	0	1	1	0	0	9	0	0	0	0.6116920987	1	False Positive
2021	1	4	2	4	1	1	1	11	0.9829199963	492.2631428	4.259364175		5112100	44.15912	6.701	42.85477829	0.343	0.176	0.311	0.378	0.286	0.696	0.584	0.641	18	0	1	19	-1	1	0	1	1	0	0	10	0	0	0	0.6202654956	1	False Positive
2022	1	4	2	4	1	1	1	12	0.4539018764	467.359825	5.583167352	13.75360012	5098039	45.23357	6.287	43.27519675	0.326	0.169	0.293	0.376	0.258	0.716	0.514	0.588	19	0	1	18	1	1	0	1	1	0	0	11	0	0	0	0.1280863888	0	True Negative
2023	1	4	2	4	1	1	1	13	0.6999684008	495.9788973	2.979138526	13.8416996	5152421	43.48057021	6.181	43.69836921	0.301	0.102	0.274	0.193	0.294	0.634	0.477	0.539	20	0	1	19	1	1	0	1	1	0	0	12	0	0	0	0.127922855	0	True Negative
2024	1	4	2	4	1	1	1	14	1.499999998	516.161	1.477336007	13.78250027	5330690	46.43189998	6.253	44.12435556	0.299	0.097	0.231	0.182	0.288	0.589	0.458	0.359	20	0	1	20	0	1	0	1	1	0	0	13	0	0	0	0.1326515824	0	True Negative
2011	1	4	2	5	1	1	1	11	1.564406858	50024.8688	3.156841569	69.72946076	311839461	30.84248624	8.949	80.69575543									2	0	1	2	0	1	0	1	1	0	0	9	0	0	0	3.47E-06	0	True Negative
2012	1	4	2	5	1	1	1	12	2.289113387	51708.40116	2.069337265	74.7	314339099	30.68183537	8.069	80.68374934									2	0	1	2	0	1	0	1	1	0	0	10	0	0	0	1.26E-06	0	True Negative
2013	1	4	2	5	1	1	1	13	2.117830098	53179.01276	1.464832656	71.4	316726282	30.00795397	7.375	80.66088928									2	0	1	2	0	1	0	1	1	0	0	11	0	0	0	2.17E-06	0	True Negative
2014	1	4	2	5	1	1	1	14	2.523819814	54973.42075	1.622222977	73	319257560	30.00447816	6.168	80.62422318									2	0	1	2	0	1	0	1	1	0	0	12	0	0	0	1.44E-06	0	True Negative
2015	1	4	2	5	1	1	1	15	2.945550455	56572.9189	0.1186271356	74.55420245	321815121	27.82356492	5.28	80.57079895									2	0	1	2	0	1	0	1	1	0	0	13	0	0	0	9.94E-07	0	True Negative
2016	1	4	2	5	1	1	1	16	1.819451478	57638.10184	1.261583206	85.54442129	324353340	26.60796206	4.869	80.49766453									2	0	1	2	0	1	0	1	1	0	0	14	0	0	0	1.25E-07	0	True Negative
2013	0	3	1	3	1	1	0	9	6.386106401	1432.843975	10.01787847	12.30000019	1295829511	53.84413195	7.678	31.90967892	0.65	0.522	0.727	0.791	0.602	0.869	0.781	0.828	10	0	1	7	3	3	0	1	2	0	1	8	0	0	0	0.04025702597	0	True Negative
2011	1	3	1	3	1	1	1	9	0.8401320831	5373.623283	3.808790581	23.66992562	69007208	139.6754072	0.66	44.80487236	0.462	0.373	0.656	0.758	0.371	0.648	0.761	0.68	7	0	1	8	-1	1	0	1	1	0	0	8	0	0	0	0.007182214398	0	True Negative
2012	1	3	1	3	1	1	1	10	7.242796202	5725.528028	3.014899503	26.46	69436098	137.6749385	0.58	45.37356581	0.493	0.4	0.662	0.771	0.369	0.676	0.776	0.68	7	0	1	7	0	1	0	1	1	0	0	9	0	0	0	0.003924955713	0	True Negative
2013	1	3	1	3	1	1	1	11	2.687495563	6018.082447	2.184886185	28.94	69845114	132.4622742	0.249	45.83213438	0.446	0.352	0.59	0.72	0.362	0.636	0.726	0.667	10	0	1	7	3	1	0	1	1	0	0	10	0	0	0	0.003094250777	0	True Negative
2014	1	3	1	3	1	1	1	12	0.9844688636	5801.197892	1.895141819	34.88605358	70216367	130.9054954	0.576	46.31387995	0.162	0.116	0.344	0.367	0.186	0.311	0.228	0.472	10	0	1	10	0	1	0	1	1	0	0	11	0	0	0	0.001096313919	0	True Negative
2015	1	3	1	3	1	1	1	13	3.134047249	5688.853354	-0.9004249633	39.31612674	70540795	124.8396622	0.597	46.95210438	0.16	0.105	0.315	0.331	0.212	0.314	0.197	0.56	10	0	1	10	0	1	0	1	1	0	0	12	0	0	0	0.0004737932031	0	True Negative
2016	1	3	1	3	1	1	1	14	3.435157717	5833.577156	0.1881497044	47.50496562	70859841	120.5752273	0.688	47.88010956	0.16	0.105	0.319	0.329	0.244	0.331	0.182	0.559	13	0	1	10	3	1	0	1	1	0	0	13	0	0	0	0.0001123417244	0	True Negative
2017	1	3	1	3	1	1	1	15	4.177681032	6413.091825	0.6656318931	52.89192934	71160187	120.8914274	0.83	49.23119736	0.154	0.102	0.303	0.322	0.294	0.317	0.164	0.527	12	0	1	13	-1	1	0	1	1	0	0	14	0	0	0	3.70E-05	0	True Negative
2018	1	3	1	3	1	1	1	16	4.222870287	7099.776501	1.063897542	56.81748093	71376079	120.8418647	0.765	54.58437347	0.17	0.11	0.334	0.337	0.305	0.391	0.19	0.552	14	0	1	12	2	1	0	1	1	0	0	15	0	0	0	1.97E-05	0	True Negative
2019	1	3	1	3	1	1	1	17	2.114557796	7605.696578	0.7067286013	66.65241946	71522271	109.6895147	0.716	55.92661667	0.208	0.184	0.384	0.559	0.303	0.455	0.522	0.555	11	0	1	14	-3	1	0	1	1	0	0	16	0	0	0	3.57E-06	0	True Negative
2020	1	3	1	3	1	1	1	18	-6.050038469	6985.643939	-0.8459371474	77.84374066	71641484	97.80074325	1.099	57.23587799	0.201	0.187	0.36	0.58	0.303	0.464	0.47	0.552	9	0	1	11	-2	1	0	1	1	0	0	17	0	0	0	5.95E-07	0	True Negative
2021	1	3	1	3	1	1	1	19	1.552166084	7057.207548	1.230395413	85.26956666	71727332	117.2529446	1.215	58.50877762	0.208	0.187	0.36	0.568	0.312	0.464	0.52	0.552	15	0	1	9	6	1	0	1	1	0	0	18	0	0	0	1.79E-07	0	True Negative
2022	1	3	1	3	1	1	1	20	2.580378747	6909.352818	-1.610680305	87.97724503	71735329	132.8587121	0.94	59.74237442	0.216	0.195	0.36	0.589	0.306	0.477	0.56	0.58	15	0	1	15	0	1	0	1	1	0	0	19	0	0	0	7.51E-08	0	True Negative
2023	1	3	1	3	1	1	1	21	2.017750953	7195.101309	8.478051744	89.53525238	71702435	128.8241142	0.733	60.93419266	0.295	0.246	0.407	0.643	0.331	0.557	0.636	0.611	15	0	1	15	0	1	0	1	1	0	0	20	0	0	0	4.76E-08	0	True Negative
2024	1	3	1	3	1	1	1	22	2.541820677	7346.620221	1.365805408	90.86718789	71668011	136.747107	0.781	61.86893384	0.41	0.306	0.415	0.657	0.357	0.582	0.65	0.697	13	0	1	15	-2	1	0	1	1	0	0	21	0	0	0	2.51E-08	0	True Negative
2023	1	3	1	2	1	1	0	11	1.826520495	52003.72007	4.225226032	87.03842615	9849000	57.99032071	3.371	91.50895698	0.704	0.616	0.856	0.885	0.599	0.842	0.759	0.803	8	0	1	6	2	1	0	1	1	0	0	10	0	1	1	1.72E-08	0	False Negative
2021	0	4	2	4	1	1	0	3	1.383596362	608.7224396	3.837868028	12.45689964	24502140	37.01589355	0.806	17.22959367	0.523	0.401	0.803	0.73	0.594	0.798	0.794	0.836	18	0	1	19	-1	2	0	1	1	0	1	2	0	0	0	0.03605046015	0	True Negative
2022	0	4	2	4	1	1	0	4	11.9	609.7451476	4.226217919	13.08749962	25311973	52.80614843	0.403	17.47720701	0.504	0.387	0.815	0.728	0.585	0.807	0.792	0.805	19	0	1	18	1	2	0	1	2	0	0	3	0	0	0	0.03436127354	0	True Negative
2023	0	4	2	4	1	1	0	5	1.667634065	638.3360809	3.700973164	12.98079967	26159867	46.47555806	0.407	17.75068733	0.388	0.285	0.807	0.61	0.605	0.803	0.859	0.872	20	0	1	19	1	2	0	1	2	0	0	4	0	0	0	0.05927942956	0	True Negative
2024	1	3	2	4	1	1	0	6	10.3	735.2702558	9.071519977	15.55760002	27032412	49.97598374	0.376	18.04973985	0.237	0.182	0.806	0.518	0.576	0.749	0.665	0.805	20	0	1	20	0	2	0	1	2	0	0	5	0	0	0	0.04921442387	0	True Negative
2011	1	3	1	1	1	1	1	5									0.299	0.134	0.569	0.296	0.434	0.429	0.349	0.422	1	0	1	1	0	1	0	1	1	0	0	4	0	0	0	0.5735749736	0	True Negative
2012	1	3	1	1	1	1	1	6									0.278	0.122	0.531	0.279	0.422	0.381	0.337	0.398	1	0	1	1	0	1	0	1	1	0	0	5	0	0	0	0.5849688	0	True Negative
2013	1	3	1	1	1	1	1	7									0.276	0.116	0.524	0.261	0.409	0.363	0.323	0.359	1	0	1	1	0	1	0	1	1	0	0	6	0	0	0	0.5806723313	0	True Negative
2014	1	3	1	1	1	1	1	8									0.264	0.109	0.507	0.252	0.402	0.318	0.32	0.318	2	0	1	1	1	1	0	1	1	0	0	7	0	0	0	0.5886184154	0	True Negative
2014	0	3	1	3				1	8.169907456	1293.000423	4.953299185	7.400000095	50681634		0.763	29.61643421									10	0	1	10	0	3	0	1	2	0	1	0	0	0	0	0.1134554115	0	True Negative
2023	0	3	1	3	1		0	2	0.9584466251	1233.196662			54133798		2.977	30.38207181									15	0	1	15	0	5	0	1	4	0	1	1	0	0	0	0.2820694128	0	True Negative
2011	0	3	2	4				1	-4.640316736	1448.98435	46.85217572		10288109	93.22685975	12.585	17.78176781	0.194	0.1	0.223	0.285	0.218	0.32	0.261	0.394	8	0	1	6	2	1	0	1				0	0	0	0	0.647191855	1	False Positive
2012	0	3	2	4	1		0	2	-46.08212237	1109.260501	45.52589784	1.5	10756240	71.61981139	12.803	18.03218854	0.194	0.1	0.221	0.28	0.208	0.333	0.257	0.361	8	0	1	8	0	1	0	1	1	0	0	1	0	0	0	0.6753659327	1	False Positive
2013	1	3	2	4	1	1	0	3	13.12973114	1650.189434	-0.05809097842	2.200000048	11166275	50.81124659	12.665	18.28689965	0.169	0.075	0.163	0.214	0.207	0.181	0.205	0.354	12	0	1	8	4	1	0	1	1	0	0	2	0	1	1	0.6105407947	1	True Positive
2015	1	4	2	4	2	1	1	5	-10.79336463	1080.147186	52.76633042	3	11107561	65.55134918	12.464	18.80926196	0.166	0.066	0.108	0.183	0.261	0.157	0.202	0.318	11	0	1	9	2	1	0	1	1	0	0	3	0	0	0	0.802629975	1	False Positive
2016	1	3	2	4	1	2	1	6			379.9995856	3.5	10830102		12.854	19.07694766	0.158	0.053	0.077	0.145	0.157	0.092	0.206	0.316	10	0	1	11	-1	1	0	1	1	0	0	4	0	0	0	0.5031621787	0	True Negative
2017	1	3	2	4	1	1	1	7			187.8516303	4.1	10259154		12.983	19.34899272	0.157	0.059	0.064	0.163	0.136	0.126	0.162	0.28	13	0	1	10	3	1	0	1	1	0	0	5	0	0	0	0.4345958835	0	True Negative
2018	1	3	2	4	1	1	1	8			83.50152949	4.800000191	10122977		12.853	19.62541439	0.153	0.053	0.076	0.144	0.142	0.108	0.151	0.286	15	0	1	13	2	1	0	1	1	0	0	6	0	0	0	0.4129767743	0	True Negative
2019	1	3	2	4	1	1	1	9			87.24136415	6.671000004	10423384		12.656	19.90622992	0.16	0.064	0.099	0.18	0.148	0.121	0.196	0.271	19	0	1	15	4	1	0	1	1	0	0	7	0	0	0	0.3193951141	0	True Negative
2020	1	3	2	4	1	1	1	10			29.67584355		10698467		14.246	20.19145655	0.169	0.069	0.113	0.191	0.268	0.157	0.233	0.318	19	0	1	19	0	1	0	1	1	0	0	8	0	0	0	0.6380384193	1	False Positive
2013	1	3	2	4				1	-17.99796157	11951.71341	2.605818027	16.5	6304628	106.3343609	19.311	88.04514313	0.54	0.3	0.184	0.469	0.505	0.701	0.703	0.731	12	0	1	8	4	1	0	1				0	0	0	0	0.1968364862	0	True Negative
2014	1	3	2	4	1		1	2	-23.04280583	8926.420746	2.432941416	17.76000023	6427252	76.52488264	19.295	88.01420593	0.28	0.175	0.154	0.447	0.457	0.678	0.568	0.576	9	0	1	12	-3	1	0	1	1	0	0	1	0	0	0	0.2594038393	0	True Negative
2012	0	3	2	4				1	-1.072399241	872.5060925	5.323128471	2.799999952	16957033	49.42523562	1.462	24.16061688	0.355	0.233	0.729	0.508	0.602	0.912	0.842	0.92	8	0	1	8	0	1	0	1	1	0	0	0	0	0	0	0.4713084933	0	True Negative
2013	1	4	2	4	1		0	2	3.29068742	901.9209576	-0.6067363564	3.5	17459615	54.60324399	1.517	24.70336269	0.328	0.194	0.711	0.447	0.541	0.882	0.776	0.903	12	0	1	8	4	1	0	1	1	0	0	1	0	0	0	0.5803070956	0	True Negative
2014	1	4	2	4	1	1	1	3	6.502638784	947.9150333	0.8838145471	7	18020267	51.07868219	1.476	25.26567287	0.54	0.327	0.713	0.526	0.538	0.876	0.83	0.894	9	0	1	12	-3	2	0	1	1	0	1	2	0	0	0	0.1904076494	0	True Negative
2015	1	4	2	4	1	1	1	4	6.238878902	838.1198694	1.450690576	10.32999992	18593022	53.57517601	1.404	25.84701549	0.543	0.349	0.713	0.578	0.532	0.869	0.824	0.874	11	0	1	9	2	1	0	1	2	0	-1	3	0	0	0	0.1576679222	0	True Negative
2016	1	4	2	4	1	1	1	5	6.005063086	872.4685872	-1.799647071	14	19191289	53.61261936	1.367	26.44685861	0.543	0.349	0.713	0.578	0.532	0.869	0.824	0.874	10	0	1	11	-1	1	0	1	1	0	0	4	0	0	0	0.07263548881	0	True Negative
2017	1	4	2	4	1	1	1	6	5.375547696	924.0575317	1.759857429	18.89999962	19813011	49.49199849	1.498	27.06467029	0.54	0.328	0.665	0.538	0.533	0.851	0.824	0.875	13	0	1	10	3	2	0	1	1	0	1	5	0	0	0	0.03110974305	0	True Negative
2018	1	4	2	4	1	1	1	7	4.86785	996.3792921	0.2995465074	21.39999962	20442030	50.69984625	1.62	27.69991859	0.518	0.307	0.641	0.511	0.524	0.849	0.82	0.852	15	0	1	13	2	2	0	1	2	0	0	6	0	0	0	0.02034515077	0	True Negative
2019	1	4	2	4	1	1	1	8	4.999999116	971.9493186	-1.658266948	24.96030045	21068405	53.99871328	3.29	28.35207157	0.516	0.317	0.675	0.537	0.53	0.851	0.849	0.872	19	0	1	15	4	2	0	1	2	0	0	7	0	0	0	0.01083027512	0	True Negative
2020	1	4	2	4	1	1	1	9	-1.169108348	953.2429433	0.4380889403	29.11300087	21713836	56.04154744	3.528	29.0205973	0.421	0.254	0.678	0.489	0.507	0.794	0.788	0.798	19	0	1	19	0	2	0	1	2	0	0	8	0	0	0	0.005200418311	0	True Negative
2021	1	4	2	4	1	1	1	10	3.100941244	1027.273454	3.925602831	33.95650101	22388630	56.71505256	4.006	29.70496383	0.243	0.155	0.656	0.423	0.485	0.766	0.681	0.768	18	0	1	19	-1	2	0	1	2	0	0	9	0	1	1	0.003245117746	0	False Negative
2023	1	4	2	4	2	1	1	12	4.725411091	1043.953385	2.058802283	36.03879929	23769127	57.53326218	2.947	31.0031889	0.229	0.145	0.631	0.406	0.566	0.66	0.67	0.793	20	0	1	19	1	3	0	1	1	0	2	10	0	0	0	0.003337771555	0	True Negative
2024	1	4	2	4	1	2	1	13	4.992269175	1094.619493	3.206398641	36.80149841	24478595	49.89604143	2.924	31.60756212	0.192	0.141	0.597	0.428	0.525	0.589	0.449	0.659	20	0	1	20	0	3	0	1	3	0	0	11	0	1	1	0.002829562512	0	False Negative
2024	0	2	1	3				1																	13	0	1	15	-2	1	0	1				0	0	0	0	0.3488924627	0	True Negative
2012	0	3	1	2				1									0.144	0.031	0.071	0.07	0.131	0.046	0.06	0.07	3	0	1	3	0	1	0	1	1	0	0	0	0	0	0	0.49106489	0	True Negative
2013	0	3	1	2	1		0	2									0.136	0.024	0.038	0.048	0.131	0.029	0.054	0.07	2	0	1	3	-1	1	0	1	1	0	0	1	0	0	0	0.4902340392	0	True Negative
2014	0	3	1	2	1	1	0	3									0.137	0.024	0.037	0.049	0.128	0.034	0.058	0.066	2	0	1	2	0	1	0	1	1	0	0	2	0	0	0	0.5066380757	0	True Negative
2016	1	4	1	1	2	2	1	3	2.440981945	2158.461182	13.9127102	53.0009696	45616832	105.5212049	9.35	69.21022416	0.433	0.24	0.608	0.451	0.584	0.678	0.685	0.784	3	0	1	2	1	1	0	1				0	0	0	0	0.0006229797898	0	True Negative
2017	1	4	1	1	1	2	1	4	2.359972281	2604.287598	14.43832275	58.88947945	45436041	104.0349829	9.5	69.26331085	0.43	0.24	0.626	0.459	0.56	0.684	0.66	0.718	2	0	1	3	-1	1	0	1	1	0	0	1	0	0	0	0.0001011060504	0	True Negative
2018	1	4	1	1	1	1	1	5	3.48836234	3059.051758	10.95185594	62.55315539	45208907	99.19981507	8.799	69.31579928	0.43	0.244	0.636	0.469	0.549	0.706	0.641	0.698	2	0	1	2	0	1	0	1	1	0	0	2	0	0	0	2.50E-05	0	True Negative
2019	1	4	1	1	1	1	1	6	3.199503864	3619.861572	7.886717456	70.1248443	44957458	90.51123429	8.194	69.35276487	0.528	0.318	0.665	0.527	0.549	0.762	0.696	0.718	2	0	1	2	0	1	0	1	1	0	0	3	0	0	0	4.55E-06	0	True Negative
2020	1	4	1	1	1	1	1	7	-3.75281794	3709.769287	2.732492094	75.03790912	44680014	79.15645238	9.475	69.38391005	0.552	0.325	0.694	0.513	0.571	0.778	0.717	0.786	1	0	1	2	-1	1	0	1	1	0	0	4	0	0	0	1.93E-06	0	True Negative
2021	1	4	1	1	1	1	1	8	3.445620659	4775.945801	9.363139177	79.21829353	44298640	82.69796136	9.834	69.40270327	0.537	0.323	0.704	0.528	0.56	0.757	0.707	0.738	2	0	1	1	1	1	0	1	1	0	0	5	0	0	0	8.80E-07	0	True Negative
2021	0	2	1	3				1																	15	0	1	9	6	1	0	1				0	0	0	0	0.4351229834	0	True Negative
2015	0	3	1	1				1									0.265	0.109	0.497	0.25	0.379	0.311	0.322	0.318	2	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0.4791994372	0	True Negative
2016	0	3	1	1	1		0	2									0.263	0.106	0.492	0.243	0.379	0.306	0.325	0.318	3	0	1	2	1	1	0	1	1	0	0	1	0	0	0	0.4765937913	0	True Negative
2017	0	3	1	1	1	1	0	3									0.261	0.107	0.488	0.246	0.379	0.303	0.32	0.318	2	0	1	3	-1	1	0	1	1	0	0	2	0	0	0	0.4581542869	0	True Negative
2018	0	3	1	1	1	1	0	4									0.264	0.107	0.479	0.244	0.39	0.305	0.315	0.334	2	0	1	2	0	1	0	1	1	0	0	3	0	0	0	0.473848981	0	True Negative
2019	0	3	1	1	1	1	0	5									0.259	0.105	0.487	0.241	0.391	0.303	0.311	0.326	2	0	1	2	0	1	0	1	1	0	0	4	0	0	0	0.4745485849	0	True Negative
2019	1	4	1	2	2	2	1	7									0.136	0.026	0.045	0.055	0.131	0.037	0.048	0.102	6	0	1	7	-1	1	0	1	1	0	0	0	0	1	1	0.8622786668	1	True Positive
2021	1	4	1	2	2	1	1	9									0.136	0.033	0.077	0.082	0.124	0.037	0.045	0.109	7	0	1	5	2	2	0	1	1	0	1	1	0	0	0	0.7423909409	1	False Positive
2022	1	4	1	2	1	2	1	10									0.137	0.031	0.066	0.076	0.118	0.033	0.054	0.101	6	0	1	7	-1	2	0	1	2	0	0	2	0	0	0	0.7478588338	1	False Positive
2023	1	4	1	2	1	1	1	11									0.145	0.044	0.1	0.119	0.123	0.079	0.07	0.097	8	0	1	6	2	2	0	1	2	0	0	3	0	0	0	0.6164008406	1	False Positive
2024	1	4	1	2	1	1	1	12									0.143	0.054	0.141	0.156	0.195	0.07	0.094	0.147	7	0	1	8	-1	2	0	1	2	0	0	4	0	0	0	0.5929752126	0	True Negative
2015	0	4	1	3				1	1.451314661	565.5697304	-0.6617091647	8.260000229	33831764		9.032	24.46491184	0.348	0.201	0.385	0.443	0.274	0.69	0.621	0.652	10	0	1	10	0	1	0	1	1	0	0	0	0	1	1	0.2347837002	0	False Negative
2020	1	4	1	3	2	2	1	6	-2.351100672	510.7870634	5.601887915	17.04850006	39068979	46.70989455	11.71	25.26221034	0.336	0.167	0.379	0.359	0.234	0.7	0.556	0.643	9	0	1	11	-2	1	0	1	1	0	0	1	0	0	0	0.2779509985	0	True Negative
2021	1	4	1	3	1	2	1	7	-20.73883937	356.4962141	5.133203408	16.51429939	40000412	51.41171637	12.006	25.34786203	0.144	0.041	0.083	0.102	0.068	0.141	0.098	0.152	15	0	1	9	6	1	0	1	1	0	0	2	0	0	0	0.2386258077	0	True Negative
